MsgID.GLOBAL_POSITION,0.0000000,-122.3993345,37.7929721,69.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.5270000,54.6871681,-167.5171509,-69.1187134
MsgID.LOCAL_VELOCITY,55.5270000,0.0000297,-0.0000167,0.0014919
MsgID.GLOBAL_POSITION,0.0000000,-122.3993346,37.7929723,69.1190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,55.7770000,54.7023659,-167.5236511,-69.1199951
MsgID.LOCAL_VELOCITY,55.7770000,-0.0000873,-0.0000160,0.0012500
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993325,37.7929742,69.1120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.0270000,54.9154587,-167.3396912,-69.1124496
MsgID.LOCAL_VELOCITY,56.0270000,-0.0000044,-0.0000809,0.0014381
MsgID.GLOBAL_POSITION,0.0000000,-122.3993324,37.7929733,69.0950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.2780000,54.8206139,-167.3287964,-69.0950546
MsgID.LOCAL_VELOCITY,56.2780000,-0.0000058,-0.0000697,0.0011738
MsgID.GLOBAL_POSITION,0.0000000,-122.3993347,37.7929737,69.0680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.5280000,54.8630600,-167.5328674,-69.0687027
MsgID.LOCAL_VELOCITY,56.5280000,-0.0000505,0.0000175,0.0008298
MsgID.GLOBAL_POSITION,0.0000000,-122.3993327,37.7929748,69.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,56.7780000,54.9851456,-167.3548737,-69.0363007
MsgID.LOCAL_VELOCITY,56.7780000,0.0000272,0.0000412,0.0012387
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993324,37.7929743,69.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,57.0280000,54.9326668,-167.3256073,-69.0012360
MsgID.LOCAL_VELOCITY,57.0280000,0.0000158,0.0000197,0.0002867
MsgID.GLOBAL_POSITION,0.0000000,-122.3993329,37.7929739,68.9730000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0900000
MsgID.LOCAL_POSITION,57.2780000,54.8804741,-167.3710480,-68.9737930
MsgID.LOCAL_VELOCITY,57.2780000,-0.0039055,-0.0014081,-0.0993927
MsgID.GLOBAL_POSITION,0.0000000,-122.3993329,37.7929733,68.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.1600000
MsgID.LOCAL_POSITION,57.5280000,54.8172493,-167.3734283,-68.9815903
MsgID.LOCAL_VELOCITY,57.5280000,-0.0224083,-0.0094275,-0.1663838
MsgID.GLOBAL_POSITION,0.0000000,-122.3993347,37.7929744,68.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,57.7780000,54.9377975,-167.5304413,-68.9941559
MsgID.LOCAL_VELOCITY,57.7780000,-0.0308423,-0.0085390,-0.0705742
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993325,37.7929744,68.9950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,58.0290000,54.9378242,-167.3415375,-68.9953461
MsgID.LOCAL_VELOCITY,58.0290000,-0.0377083,0.0009916,-0.0192412
MsgID.GLOBAL_POSITION,0.0000000,-122.3993324,37.7929735,68.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.2790000,54.8388062,-167.3285675,-68.9997864
MsgID.LOCAL_VELOCITY,58.2790000,-0.0446378,-0.0059762,-0.0035861
MsgID.GLOBAL_POSITION,0.0000000,-122.3993346,37.7929716,69.0050000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0100000,0.0700000
MsgID.LOCAL_POSITION,58.5290000,54.6251564,-167.5268555,-69.0059967
MsgID.LOCAL_VELOCITY,58.5290000,-0.0397154,-0.0123988,0.0798107
MsgID.GLOBAL_POSITION,0.0000000,-122.3993348,37.7929713,69.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.1500000
MsgID.LOCAL_POSITION,58.7790000,54.5899162,-167.5459900,-69.0025406
MsgID.LOCAL_VELOCITY,58.7790000,-0.0175940,-0.0025094,0.1501021
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_POSITION,59.0290000,54.6520882,-167.4475098,-68.9975586
MsgID.LOCAL_VELOCITY,59.0290000,-0.0006715,0.0068900,0.1107207
MsgID.GLOBAL_POSITION,0.0000000,-122.3993337,37.7929718,68.9970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,59.2790000,54.7744865,-167.3274994,-69.0061722
MsgID.LOCAL_VELOCITY,59.2790000,0.0001875,0.0004612,-0.0043743
MsgID.GLOBAL_POSITION,0.0000000,-122.3993324,37.7929729,69.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3993323,37.7929719,69.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.5290000,54.6619453,-167.3198853,-69.0306473
MsgID.LOCAL_VELOCITY,59.5290000,0.0001682,0.0002087,-0.0047939
MsgID.GLOBAL_POSITION,0.0000000,-122.3993325,37.7929723,69.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.7800000,54.7077789,-167.3374176,-69.0454102
MsgID.LOCAL_VELOCITY,59.7800000,-0.0008153,0.0001482,-0.0047338
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993330,37.7929727,69.0500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.0300000,54.7503510,-167.3835144,-69.0504303
MsgID.LOCAL_VELOCITY,60.0300000,-0.0000287,0.0002072,-0.0035344
MsgID.GLOBAL_POSITION,0.0000000,-122.3993335,37.7929727,69.0450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.2800000,54.7454910,-167.4264221,-69.0457687
MsgID.LOCAL_VELOCITY,60.2800000,0.0008666,-0.0001306,-0.0040852
MsgID.GLOBAL_POSITION,0.0000000,-122.3993344,37.7929716,69.0340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.5300000,54.6321831,-167.5098419,-69.0348740
MsgID.LOCAL_VELOCITY,60.5300000,-0.0001513,0.0001978,-0.0044525
MsgID.GLOBAL_POSITION,0.0000000,-122.3993320,37.7929724,69.0190000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.7800000,54.7147827,-167.2929230,-69.0199203
MsgID.LOCAL_VELOCITY,60.7800000,0.0000836,-0.0000020,-0.0044572
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993329,37.7929739,69.0060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.0300000,54.8863678,-167.3717194,-69.0063553
MsgID.LOCAL_VELOCITY,61.0300000,0.0000401,0.0003297,-0.0045252
MsgID.GLOBAL_POSITION,0.0000000,-122.3993345,37.7929732,68.9970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.2800000,54.8036423,-167.5139923,-68.9970779
MsgID.LOCAL_VELOCITY,61.2800000,-0.0001077,0.0004330,-0.0047239
MsgID.GLOBAL_POSITION,0.0000000,-122.3993327,37.7929717,68.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.5300000,54.6367493,-167.3520050,-68.9992294
MsgID.LOCAL_VELOCITY,61.5300000,-0.0001323,0.0000231,-0.0048193
MsgID.GLOBAL_POSITION,0.0000000,-122.3993324,37.7929716,69.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.7800000,54.6253204,-167.3331299,-69.0142899
MsgID.LOCAL_VELOCITY,61.7800000,-0.0000960,-0.0002136,-0.0039985
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993332,37.7929727,69.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.0310000,54.7449608,-167.3962402,-69.0416718
MsgID.LOCAL_VELOCITY,62.0310000,-0.0000935,0.0000635,-0.0041689
MsgID.GLOBAL_POSITION,0.0000000,-122.3993334,37.7929734,69.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.2810000,54.8227806,-167.4195251,-69.0779343
MsgID.LOCAL_VELOCITY,62.2810000,-0.0002061,0.0002690,-0.0041007
MsgID.GLOBAL_POSITION,0.0000000,-122.3993348,37.7929743,69.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.5310000,54.9279480,-167.5428772,-69.1188889
MsgID.LOCAL_VELOCITY,62.5310000,-0.0001943,0.0002601,-0.0038792
MsgID.GLOBAL_POSITION,0.0000000,-122.3993348,37.7929737,69.1580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,62.7810000,54.8647194,-167.5381165,-69.1588364
MsgID.LOCAL_VELOCITY,62.7810000,0.0000354,0.0000670,-0.0026332
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993331,37.7929716,69.1930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.0310000,54.6301193,-167.3868256,-69.1932983
MsgID.LOCAL_VELOCITY,63.0310000,0.0000627,-0.0001678,-0.0020747
MsgID.GLOBAL_POSITION,0.0000000,-122.3993319,37.7929727,69.2180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.2810000,54.7513695,-167.2848358,-69.2186050
MsgID.LOCAL_VELOCITY,63.2810000,0.0000606,0.0002857,-0.0023146
MsgID.GLOBAL_POSITION,0.0000000,-122.3993347,37.7929738,69.2320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.5310000,54.8671532,-167.5312042,-69.2328186
MsgID.LOCAL_VELOCITY,63.5310000,-0.0000037,0.0002293,-0.0034558
MsgID.GLOBAL_POSITION,0.0000000,-122.3993334,37.7929716,69.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,63.7810000,54.6314621,-167.4206848,-69.2343140
MsgID.LOCAL_VELOCITY,63.7810000,0.0004782,-0.0000410,-0.0034399
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993338,37.7929710,69.2230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.0310000,54.5638962,-167.4531250,-69.2231293
MsgID.LOCAL_VELOCITY,64.0310000,0.0000615,0.0002096,-0.0021973
MsgID.GLOBAL_POSITION,0.0000000,-122.3993345,37.7929715,69.2010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.2810000,54.6168213,-167.5119019,-69.2013550
MsgID.LOCAL_VELOCITY,64.2810000,-0.0000653,0.0001656,-0.0022626
MsgID.GLOBAL_POSITION,0.0000000,-122.3993339,37.7929717,69.1720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.5320000,54.6426086,-167.4576569,-69.1729126
MsgID.LOCAL_VELOCITY,64.5320000,0.0009239,-0.0003529,-0.0033724
MsgID.GLOBAL_POSITION,0.0000000,-122.3993316,37.7929729,69.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,64.7820000,54.7690353,-167.2585449,-69.1430130
MsgID.LOCAL_VELOCITY,64.7820000,0.0000725,-0.0000804,-0.0034847
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993312,37.7929720,69.1160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,65.0320000,54.6756363,-167.2251892,-69.1166229
MsgID.LOCAL_VELOCITY,65.0320000,0.0001540,0.0002232,-0.0033676
MsgID.GLOBAL_POSITION,0.0000000,-122.3993320,37.7929712,69.0970000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,65.2820000,54.5883369,-167.2897949,-69.0974655
MsgID.LOCAL_VELOCITY,65.2820000,-0.0000037,0.0000614,0.0005917
MsgID.GLOBAL_POSITION,0.0000000,-122.3993344,37.7929714,69.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,65.5320000,54.6062012,-167.5084534,-69.0867844
MsgID.LOCAL_VELOCITY,65.5320000,-0.0003171,-0.0001670,-0.0023180
MsgID.GLOBAL_POSITION,0.0000000,-122.3993335,37.7929730,69.0830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,65.7820000,54.7878036,-167.4290466,-69.0830078
MsgID.LOCAL_VELOCITY,65.7820000,0.0001551,0.0001754,-0.0033874
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3993330,37.7929739,69.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.0320000,54.8844604,-167.3849030,-69.0825348
MsgID.LOCAL_VELOCITY,66.0320000,0.0001727,-0.0001472,-0.0035120
MsgID.GLOBAL_POSITION,0.0000000,-122.3993332,37.7929728,69.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.2820000,54.7577477,-167.3984528,-69.0825348
MsgID.LOCAL_VELOCITY,66.2820000,0.0001335,0.0002290,-0.0033641
MsgID.GLOBAL_POSITION,0.0000000,-122.3993336,37.7929714,69.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.5330000,54.6024818,-167.4349976,-69.0825348
MsgID.LOCAL_VELOCITY,66.5330000,0.0000520,0.0000558,-0.0025247
MsgID.GLOBAL_POSITION,0.0000000,-122.3993327,37.7929724,69.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,66.7830000,54.7192078,-167.3545380,-69.0825348
